Event Index,UTC Timestamp,UTC Date and Time,Local Timestamp,Local Timezone,Local Date and Time,Experiment ID,Experiment Version,Tree Node Key,Repeat Key,Schedule ID,Participant Public ID,Participant Private ID,Participant Starting Group,Participant Status,Participant Completion Code,Participant External Session ID,Participant Device Type,Participant Device,Participant OS,Participant Browser,Participant Monitor Size,Participant Viewport Size,Checkpoint,Task Name,Task Version,randomiser-5g79,Spreadsheet,Spreadsheet Name,Spreadsheet Row,Trial Number,Screen Number,Screen Name,Zone Name,Zone Type,Reaction Time,Reaction Onset,Response Type,Response,Attempt,Correct,Dishonest,X Coordinate,Y Coordinate,Timed Out,randomise_blocks,randomise_trials,display,Stimulus,Answer,Congruency,Practice
178,1724608813210,"25/08/2024, 18:00:13",1724608815276,2,"25/08/2024, 20:00:15",143587,32,task-l8uv,,39704440,zhao8,9856448,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 127.0.0.0,1536x864,1519x730,,Stroop Task,5,ASRT,spreadsheet_stroop_100,spreadsheet_stroop_100,97,72,2,Screen 2,buttona,response_keyboard,421.39999997615814,,,red,1,1,,,,,,1,Trials,REDred.jpg,red,1,0
179,1724608813711,"25/08/2024, 18:00:13",1724608815765,2,"25/08/2024, 20:00:15",143587,32,task-l8uv,,39704440,zhao8,9856448,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 127.0.0.0,1536x864,1519x730,,Stroop Task,5,ASRT,spreadsheet_stroop_100,spreadsheet_stroop_100,98,73,1,Screen 1,fixation,fixation,499.8999999999942,,,,0,,,,,,,1,Trials,REDred.jpg,red,1,0
180,1724608814225,"25/08/2024, 18:00:14",1724608816277,2,"25/08/2024, 20:00:16",143587,32,task-l8uv,,39704440,zhao8,9856448,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 127.0.0.0,1536x864,1519x730,,Stroop Task,5,ASRT,spreadsheet_stroop_100,spreadsheet_stroop_100,98,73,2,Screen 2,buttona,response_keyboard,505.60000002384186,,,red,1,1,,,,,,1,Trials,REDred.jpg,red,1,0
181,1724608814709,"25/08/2024, 18:00:14",1724608816766,2,"25/08/2024, 20:00:16",143587,32,task-l8uv,,39704440,zhao8,9856448,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 127.0.0.0,1536x864,1519x730,,Stroop Task,5,ASRT,spreadsheet_stroop_100,spreadsheet_stroop_100,74,74,1,Screen 1,fixation,fixation,500.1000000000058,,,,0,,,,,,,1,Trials,GREENgreen.jpg,green,1,0
182,1724608815170,"25/08/2024, 18:00:15",1724608817233,2,"25/08/2024, 20:00:17",143587,32,task-l8uv,,39704440,zhao8,9856448,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 127.0.0.0,1536x864,1519x730,,Stroop Task,5,ASRT,spreadsheet_stroop_100,spreadsheet_stroop_100,74,74,2,Screen 2,buttonb,response_keyboard,460.5,,,green,1,1,,,,,,1,Trials,GREENgreen.jpg,green,1,0
183,1724608815655,"25/08/2024, 18:00:15",1724608817716,2,"25/08/2024, 20:00:17",143587,32,task-l8uv,,39704440,zhao8,9856448,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 127.0.0.0,1536x864,1519x730,,Stroop Task,5,ASRT,spreadsheet_stroop_100,spreadsheet_stroop_100,34,75,1,Screen 1,fixation,fixation,500.1999999999971,,,,0,,,,,,,1,Trials,GREENyellow.jpg,green,0,0
184,1724608816054,"25/08/2024, 18:00:16",1724608818119,2,"25/08/2024, 20:00:18",143587,32,task-l8uv,,39704440,zhao8,9856448,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 127.0.0.0,1536x864,1519x730,,Stroop Task,5,ASRT,spreadsheet_stroop_100,spreadsheet_stroop_100,34,75,2,Screen 2,buttonb,response_keyboard,394.60000002384186,,,green,1,1,,,,,,1,Trials,GREENyellow.jpg,green,0,0
185,1724608816555,"25/08/2024, 18:00:16",1724608818616,2,"25/08/2024, 20:00:18",143587,32,task-l8uv,,39704440,zhao8,9856448,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 127.0.0.0,1536x864,1519x730,,Stroop Task,5,ASRT,spreadsheet_stroop_100,spreadsheet_stroop_100,29,76,1,Screen 1,fixation,fixation,500.00000000001455,,,,0,,,,,,,1,Trials,YELLOWred.jpg,yellow,0,0
186,1724608817003,"25/08/2024, 18:00:17",1724608819065,2,"25/08/2024, 20:00:19",143587,32,task-l8uv,,39704440,zhao8,9856448,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 127.0.0.0,1536x864,1519x730,,Stroop Task,5,ASRT,spreadsheet_stroop_100,spreadsheet_stroop_100,29,76,2,Screen 2,buttona,response_keyboard,442.10000002384186,,,yellow,1,1,,,,,,1,Trials,YELLOWred.jpg,yellow,0,0
187,1724608817486,"25/08/2024, 18:00:17",1724608819549,2,"25/08/2024, 20:00:19",143587,32,task-l8uv,,39704440,zhao8,9856448,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 127.0.0.0,1536x864,1519x730,,Stroop Task,5,ASRT,spreadsheet_stroop_100,spreadsheet_stroop_100,25,77,1,Screen 1,fixation,fixation,500,,,,0,,,,,,,1,Trials,YELLOWred.jpg,yellow,0,0
188,1724608817930,"25/08/2024, 18:00:17",1724608819988,2,"25/08/2024, 20:00:19",143587,32,task-l8uv,,39704440,zhao8,9856448,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 127.0.0.0,1536x864,1519x730,,Stroop Task,5,ASRT,spreadsheet_stroop_100,spreadsheet_stroop_100,25,77,2,Screen 2,buttona,response_keyboard,432.5,,,yellow,1,1,,,,,,1,Trials,YELLOWred.jpg,yellow,0,0
189,1724608818457,"25/08/2024, 18:00:18",1724608820482,2,"25/08/2024, 20:00:20",143587,32,task-l8uv,,39704440,zhao8,9856448,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 127.0.0.0,1536x864,1519x730,,Stroop Task,5,ASRT,spreadsheet_stroop_100,spreadsheet_stroop_100,104,78,1,Screen 1,fixation,fixation,500,,,,0,,,,,,,1,Trials,REDred.jpg,red,1,0
190,1724608818955,"25/08/2024, 18:00:18",1724608821013,2,"25/08/2024, 20:00:21",143587,32,task-l8uv,,39704440,zhao8,9856448,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 127.0.0.0,1536x864,1519x730,,Stroop Task,5,ASRT,spreadsheet_stroop_100,spreadsheet_stroop_100,104,78,2,Screen 2,buttona,response_keyboard,525.3000000715256,,,red,1,1,,,,,,1,Trials,REDred.jpg,red,1,0
191,1724608819444,"25/08/2024, 18:00:19",1724608821499,2,"25/08/2024, 20:00:21",143587,32,task-l8uv,,39704440,zhao8,9856448,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 127.0.0.0,1536x864,1519x730,,Stroop Task,5,ASRT,spreadsheet_stroop_100,spreadsheet_stroop_100,62,79,1,Screen 1,fixation,fixation,499.8999999999942,,,,0,,,,,,,1,Trials,REDyellow.jpg,red,0,0
192,1724608819863,"25/08/2024, 18:00:19",1724608821919,2,"25/08/2024, 20:00:21",143587,32,task-l8uv,,39704440,zhao8,9856448,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 127.0.0.0,1536x864,1519x730,,Stroop Task,5,ASRT,spreadsheet_stroop_100,spreadsheet_stroop_100,62,79,2,Screen 2,buttona,response_keyboard,414.2999999523163,,,red,1,1,,,,,,1,Trials,REDyellow.jpg,red,0,0
193,1724608820354,"25/08/2024, 18:00:20",1724608822415,2,"25/08/2024, 20:00:22",143587,32,task-l8uv,,39704440,zhao8,9856448,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 127.0.0.0,1536x864,1519x730,,Stroop Task,5,ASRT,spreadsheet_stroop_100,spreadsheet_stroop_100,108,80,1,Screen 1,fixation,fixation,499.8999999999942,,,,0,,,,,,,1,Trials,GREENgreen.jpg,green,1,0
194,1724608820761,"25/08/2024, 18:00:20",1724608822819,2,"25/08/2024, 20:00:22",143587,32,task-l8uv,,39704440,zhao8,9856448,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 127.0.0.0,1536x864,1519x730,,Stroop Task,5,ASRT,spreadsheet_stroop_100,spreadsheet_stroop_100,108,80,2,Screen 2,buttonb,response_keyboard,396.3000000715256,,,green,1,1,,,,,,1,Trials,GREENgreen.jpg,green,1,0
195,1724608821264,"25/08/2024, 18:00:21",1724608823316,2,"25/08/2024, 20:00:23",143587,32,task-l8uv,,39704440,zhao8,9856448,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 127.0.0.0,1536x864,1519x730,,Stroop Task,5,ASRT,spreadsheet_stroop_100,spreadsheet_stroop_100,53,81,1,Screen 1,fixation,fixation,500.1000000000058,,,,0,,,,,,,1,Trials,BLUEyellow.jpg,blue,0,0
196,1724608821621,"25/08/2024, 18:00:21",1724608823680,2,"25/08/2024, 20:00:23",143587,32,task-l8uv,,39704440,zhao8,9856448,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 127.0.0.0,1536x864,1519x730,,Stroop Task,5,ASRT,spreadsheet_stroop_100,spreadsheet_stroop_100,53,81,2,Screen 2,buttonb,response_keyboard,358.5,,,blue,1,1,,,,,,1,Trials,BLUEyellow.jpg,blue,0,0
197,1724608822101,"25/08/2024, 18:00:22",1724608824165,2,"25/08/2024, 20:00:24",143587,32,task-l8uv,,39704440,zhao8,9856448,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 127.0.0.0,1536x864,1519x730,,Stroop Task,5,ASRT,spreadsheet_stroop_100,spreadsheet_stroop_100,114,82,1,Screen 1,fixation,fixation,500,,,,0,,,,,,,1,Trials,BLUEyellow.jpg,yellow,0,0
198,1724608822469,"25/08/2024, 18:00:22",1724608824518,2,"25/08/2024, 20:00:24",143587,32,task-l8uv,,39704440,zhao8,9856448,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 127.0.0.0,1536x864,1519x730,,Stroop Task,5,ASRT,spreadsheet_stroop_100,spreadsheet_stroop_100,114,82,2,Screen 2,buttonb,response_keyboard,347.3000000715256,,,blue,1,,,,,,,1,Trials,BLUEyellow.jpg,yellow,0,0
199,1724608822958,"25/08/2024, 18:00:22",1724608825016,2,"25/08/2024, 20:00:25",143587,32,task-l8uv,,39704440,zhao8,9856448,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 127.0.0.0,1536x864,1519x730,,Stroop Task,5,ASRT,spreadsheet_stroop_100,spreadsheet_stroop_100,92,83,1,Screen 1,fixation,fixation,499.8999999999942,,,,0,,,,,,,1,Trials,REDyellow.jpg,red,0,0
200,1724608823306,"25/08/2024, 18:00:23",1724608825364,2,"25/08/2024, 20:00:25",143587,32,task-l8uv,,39704440,zhao8,9856448,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 127.0.0.0,1536x864,1519x730,,Stroop Task,5,ASRT,spreadsheet_stroop_100,spreadsheet_stroop_100,92,83,2,Screen 2,buttona,response_keyboard,342.6999999284744,,,yellow,1,,,,,,,1,Trials,REDyellow.jpg,red,0,0
201,1724608823790,"25/08/2024, 18:00:23",1724608825849,2,"25/08/2024, 20:00:25",143587,32,task-l8uv,,39704440,zhao8,9856448,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 127.0.0.0,1536x864,1519x730,,Stroop Task,5,ASRT,spreadsheet_stroop_100,spreadsheet_stroop_100,105,84,1,Screen 1,fixation,fixation,499.8999999999942,,,,0,,,,,,,1,Trials,BLUEblue.jpg,blue,1,0
202,1724608824291,"25/08/2024, 18:00:24",1724608826354,2,"25/08/2024, 20:00:26",143587,32,task-l8uv,,39704440,zhao8,9856448,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 127.0.0.0,1536x864,1519x730,,Stroop Task,5,ASRT,spreadsheet_stroop_100,spreadsheet_stroop_100,105,84,2,Screen 2,buttonb,response_keyboard,499.6999999284744,,,blue,1,1,,,,,,1,Trials,BLUEblue.jpg,blue,1,0
203,1724608824787,"25/08/2024, 18:00:24",1724608826849,2,"25/08/2024, 20:00:26",143587,32,task-l8uv,,39704440,zhao8,9856448,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 127.0.0.0,1536x864,1519x730,,Stroop Task,5,ASRT,spreadsheet_stroop_100,spreadsheet_stroop_100,107,85,1,Screen 1,fixation,fixation,499.8999999999942,,,,0,,,,,,,1,Trials,GREENgreen.jpg,green,1,0
204,1724608825255,"25/08/2024, 18:00:25",1724608827316,2,"25/08/2024, 20:00:27",143587,32,task-l8uv,,39704440,zhao8,9856448,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 127.0.0.0,1536x864,1519x730,,Stroop Task,5,ASRT,spreadsheet_stroop_100,spreadsheet_stroop_100,107,85,2,Screen 2,buttonb,response_keyboard,460.7000000476837,,,green,1,1,,,,,,1,Trials,GREENgreen.jpg,green,1,0
205,1724608825740,"25/08/2024, 18:00:25",1724608827799,2,"25/08/2024, 20:00:27",143587,32,task-l8uv,,39704440,zhao8,9856448,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 127.0.0.0,1536x864,1519x730,,Stroop Task,5,ASRT,spreadsheet_stroop_100,spreadsheet_stroop_100,82,86,1,Screen 1,fixation,fixation,500,,,,0,,,,,,,1,Trials,BLUEblue.jpg,blue,1,0
206,1724608826257,"25/08/2024, 18:00:26",1724608828316,2,"25/08/2024, 20:00:28",143587,32,task-l8uv,,39704440,zhao8,9856448,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 127.0.0.0,1536x864,1519x730,,Stroop Task,5,ASRT,spreadsheet_stroop_100,spreadsheet_stroop_100,82,86,2,Screen 2,buttonb,response_keyboard,510.8000000715256,,,blue,1,1,,,,,,1,Trials,BLUEblue.jpg,blue,1,0
207,1724608826737,"25/08/2024, 18:00:26",1724608828799,2,"25/08/2024, 20:00:28",143587,32,task-l8uv,,39704440,zhao8,9856448,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 127.0.0.0,1536x864,1519x730,,Stroop Task,5,ASRT,spreadsheet_stroop_100,spreadsheet_stroop_100,24,87,1,Screen 1,fixation,fixation,499.8999999999942,,,,0,,,,,,,1,Trials,YELLOWblue.jpg,yellow,0,0
208,1724608827142,"25/08/2024, 18:00:27",1724608829202,2,"25/08/2024, 20:00:29",143587,32,task-l8uv,,39704440,zhao8,9856448,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 127.0.0.0,1536x864,1519x730,,Stroop Task,5,ASRT,spreadsheet_stroop_100,spreadsheet_stroop_100,24,87,2,Screen 2,buttona,response_keyboard,396.5,,,yellow,1,1,,,,,,1,Trials,YELLOWblue.jpg,yellow,0,0
209,1724608827638,"25/08/2024, 18:00:27",1724608829699,2,"25/08/2024, 20:00:29",143587,32,task-l8uv,,39704440,zhao8,9856448,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 127.0.0.0,1536x864,1519x730,,Stroop Task,5,ASRT,spreadsheet_stroop_100,spreadsheet_stroop_100,75,88,1,Screen 1,fixation,fixation,500.1000000000058,,,,0,,,,,,,1,Trials,GREENgreen.jpg,green,1,0
210,1724608828096,"25/08/2024, 18:00:28",1724608830158,2,"25/08/2024, 20:00:30",143587,32,task-l8uv,,39704440,zhao8,9856448,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 127.0.0.0,1536x864,1519x730,,Stroop Task,5,ASRT,spreadsheet_stroop_100,spreadsheet_stroop_100,75,88,2,Screen 2,buttonb,response_keyboard,451.5,,,green,1,1,,,,,,1,Trials,GREENgreen.jpg,green,1,0
211,1724608828601,"25/08/2024, 18:00:28",1724608830649,2,"25/08/2024, 20:00:30",143587,32,task-l8uv,,39704440,zhao8,9856448,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 127.0.0.0,1536x864,1519x730,,Stroop Task,5,ASRT,spreadsheet_stroop_100,spreadsheet_stroop_100,84,89,1,Screen 1,fixation,fixation,499.8999999999942,,,,0,,,,,,,1,Trials,BLUEblue.jpg,blue,1,0
212,1724608829005,"25/08/2024, 18:00:29",1724608831069,2,"25/08/2024, 20:00:31",143587,32,task-l8uv,,39704440,zhao8,9856448,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 127.0.0.0,1536x864,1519x730,,Stroop Task,5,ASRT,spreadsheet_stroop_100,spreadsheet_stroop_100,84,89,2,Screen 2,buttonb,response_keyboard,412,,,blue,1,1,,,,,,1,Trials,BLUEblue.jpg,blue,1,0
213,1724608829509,"25/08/2024, 18:00:29",1724608831565,2,"25/08/2024, 20:00:31",143587,32,task-l8uv,,39704440,zhao8,9856448,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 127.0.0.0,1536x864,1519x730,,Stroop Task,5,ASRT,spreadsheet_stroop_100,spreadsheet_stroop_100,77,90,1,Screen 1,fixation,fixation,500,,,,0,,,,,,,1,Trials,YELLOWgreen.jpg,yellow,0,0
214,1724608830063,"25/08/2024, 18:00:30",1724608832116,2,"25/08/2024, 20:00:32",143587,32,task-l8uv,,39704440,zhao8,9856448,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 127.0.0.0,1536x864,1519x730,,Stroop Task,5,ASRT,spreadsheet_stroop_100,spreadsheet_stroop_100,77,90,2,Screen 2,buttona,response_keyboard,542,,,red,1,,,,,,,1,Trials,YELLOWgreen.jpg,yellow,0,0
215,1724608830538,"25/08/2024, 18:00:30",1724608832599,2,"25/08/2024, 20:00:32",143587,32,task-l8uv,,39704440,zhao8,9856448,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 127.0.0.0,1536x864,1519x730,,Stroop Task,5,ASRT,spreadsheet_stroop_100,spreadsheet_stroop_100,102,91,1,Screen 1,fixation,fixation,499.8999999999942,,,,0,,,,,,,1,Trials,GREENgreen.jpg,green,1,0
216,1724608831076,"25/08/2024, 18:00:31",1724608833141,2,"25/08/2024, 20:00:33",143587,32,task-l8uv,,39704440,zhao8,9856448,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 127.0.0.0,1536x864,1519x730,,Stroop Task,5,ASRT,spreadsheet_stroop_100,spreadsheet_stroop_100,102,91,2,Screen 2,buttonb,response_keyboard,532.7000000476837,,,green,1,1,,,,,,1,Trials,GREENgreen.jpg,green,1,0
217,1724608831577,"25/08/2024, 18:00:31",1724608833632,2,"25/08/2024, 20:00:33",143587,32,task-l8uv,,39704440,zhao8,9856448,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 127.0.0.0,1536x864,1519x730,,Stroop Task,5,ASRT,spreadsheet_stroop_100,spreadsheet_stroop_100,79,92,1,Screen 1,fixation,fixation,500,,,,0,,,,,,,1,Trials,REDyellow.jpg,red,0,0
218,1724608832092,"25/08/2024, 18:00:32",1724608834157,2,"25/08/2024, 20:00:34",143587,32,task-l8uv,,39704440,zhao8,9856448,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 127.0.0.0,1536x864,1519x730,,Stroop Task,5,ASRT,spreadsheet_stroop_100,spreadsheet_stroop_100,79,92,2,Screen 2,buttona,response_keyboard,518.2000000476837,,,red,1,1,,,,,,1,Trials,REDyellow.jpg,red,0,0
219,1724608832591,"25/08/2024, 18:00:32",1724608834649,2,"25/08/2024, 20:00:34",143587,32,task-l8uv,,39704440,zhao8,9856448,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 127.0.0.0,1536x864,1519x730,,Stroop Task,5,ASRT,spreadsheet_stroop_100,spreadsheet_stroop_100,71,93,1,Screen 1,fixation,fixation,500.0999999999767,,,,0,,,,,,,1,Trials,GREENred.jpg,green,0,0
220,1724608833411,"25/08/2024, 18:00:33",1724608835472,2,"25/08/2024, 20:00:35",143587,32,task-l8uv,,39704440,zhao8,9856448,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 127.0.0.0,1536x864,1519x730,,Stroop Task,5,ASRT,spreadsheet_stroop_100,spreadsheet_stroop_100,71,93,2,Screen 2,buttonb,response_keyboard,814.5,,,green,1,1,,,,,,1,Trials,GREENred.jpg,green,0,0
221,1724608833907,"25/08/2024, 18:00:33",1724608835965,2,"25/08/2024, 20:00:35",143587,32,task-l8uv,,39704440,zhao8,9856448,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 127.0.0.0,1536x864,1519x730,,Stroop Task,5,ASRT,spreadsheet_stroop_100,spreadsheet_stroop_100,56,94,1,Screen 1,fixation,fixation,500,,,,0,,,,,,,1,Trials,REDblue.jpg,red,0,0
222,1724608834429,"25/08/2024, 18:00:34",1724608836467,2,"25/08/2024, 20:00:36",143587,32,task-l8uv,,39704440,zhao8,9856448,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 127.0.0.0,1536x864,1519x730,,Stroop Task,5,ASRT,spreadsheet_stroop_100,spreadsheet_stroop_100,56,94,2,Screen 2,buttona,response_keyboard,490.09999990463257,,,red,1,1,,,,,,1,Trials,REDblue.jpg,red,0,0
223,1724608834903,"25/08/2024, 18:00:34",1724608836965,2,"25/08/2024, 20:00:36",143587,32,task-l8uv,,39704440,zhao8,9856448,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 127.0.0.0,1536x864,1519x730,,Stroop Task,5,ASRT,spreadsheet_stroop_100,spreadsheet_stroop_100,65,95,1,Screen 1,fixation,fixation,500,,,,0,,,,,,,1,Trials,REDred.jpg,red,1,0
224,1724608835458,"25/08/2024, 18:00:35",1724608837518,2,"25/08/2024, 20:00:37",143587,32,task-l8uv,,39704440,zhao8,9856448,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 127.0.0.0,1536x864,1519x730,,Stroop Task,5,ASRT,spreadsheet_stroop_100,spreadsheet_stroop_100,65,95,2,Screen 2,buttona,response_keyboard,543.7000000476837,,,red,1,1,,,,,,1,Trials,REDred.jpg,red,1,0
225,1724608835962,"25/08/2024, 18:00:35",1724608838015,2,"25/08/2024, 20:00:38",143587,32,task-l8uv,,39704440,zhao8,9856448,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 127.0.0.0,1536x864,1519x730,,Stroop Task,5,ASRT,spreadsheet_stroop_100,spreadsheet_stroop_100,110,96,1,Screen 1,fixation,fixation,500,,,,0,,,,,,,1,Trials,REDred.jpg,red,1,0
226,1724608836335,"25/08/2024, 18:00:36",1724608838394,2,"25/08/2024, 20:00:38",143587,32,task-l8uv,,39704440,zhao8,9856448,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 127.0.0.0,1536x864,1519x730,,Stroop Task,5,ASRT,spreadsheet_stroop_100,spreadsheet_stroop_100,110,96,2,Screen 2,buttona,response_keyboard,370,,,red,1,1,,,,,,1,Trials,REDred.jpg,red,1,0
227,1724608836839,"25/08/2024, 18:00:36",1724608838882,2,"25/08/2024, 20:00:38",143587,32,task-l8uv,,39704440,zhao8,9856448,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 127.0.0.0,1536x864,1519x730,,Stroop Task,5,ASRT,spreadsheet_stroop_100,spreadsheet_stroop_100,64,97,1,Screen 1,fixation,fixation,500,,,,0,,,,,,,1,Trials,REDblue.jpg,red,0,0
228,1724608837314,"25/08/2024, 18:00:37",1724608839300,2,"25/08/2024, 20:00:39",143587,32,task-l8uv,,39704440,zhao8,9856448,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 127.0.0.0,1536x864,1519x730,,Stroop Task,5,ASRT,spreadsheet_stroop_100,spreadsheet_stroop_100,64,97,2,Screen 2,buttona,response_keyboard,409.10000002384186,,,red,1,1,,,,,,1,Trials,REDblue.jpg,red,0,0
229,1724608837756,"25/08/2024, 18:00:37",1724608839799,2,"25/08/2024, 20:00:39",143587,32,task-l8uv,,39704440,zhao8,9856448,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 127.0.0.0,1536x864,1519x730,,Stroop Task,5,ASRT,spreadsheet_stroop_100,spreadsheet_stroop_100,54,98,1,Screen 1,fixation,fixation,500,,,,0,,,,,,,1,Trials,REDyellow.jpg,red,0,0
230,1724608838253,"25/08/2024, 18:00:38",1724608840311,2,"25/08/2024, 20:00:40",143587,32,task-l8uv,,39704440,zhao8,9856448,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 127.0.0.0,1536x864,1519x730,,Stroop Task,5,ASRT,spreadsheet_stroop_100,spreadsheet_stroop_100,54,98,2,Screen 2,buttona,response_keyboard,503.10000002384186,,,red,1,1,,,,,,1,Trials,REDyellow.jpg,red,0,0
231,1724608838767,"25/08/2024, 18:00:38",1724608840799,2,"25/08/2024, 20:00:40",143587,32,task-l8uv,,39704440,zhao8,9856448,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 127.0.0.0,1536x864,1519x730,,Stroop Task,5,ASRT,spreadsheet_stroop_100,spreadsheet_stroop_100,63,99,1,Screen 1,fixation,fixation,499.8999999999942,,,,0,,,,,,,1,Trials,REDyellow.jpg,red,0,0
232,1724608839162,"25/08/2024, 18:00:39",1724608841222,2,"25/08/2024, 20:00:41",143587,32,task-l8uv,,39704440,zhao8,9856448,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 127.0.0.0,1536x864,1519x730,,Stroop Task,5,ASRT,spreadsheet_stroop_100,spreadsheet_stroop_100,63,99,2,Screen 2,buttona,response_keyboard,415.2999999523163,,,red,1,1,,,,,,1,Trials,REDyellow.jpg,red,0,0
233,1724608839655,"25/08/2024, 18:00:39",1724608841715,2,"25/08/2024, 20:00:41",143587,32,task-l8uv,,39704440,zhao8,9856448,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 127.0.0.0,1536x864,1519x730,,Stroop Task,5,ASRT,spreadsheet_stroop_100,spreadsheet_stroop_100,50,100,1,Screen 1,fixation,fixation,500.1000000000058,,,,0,,,,,,,1,Trials,BLUEred.jpg,blue,0,0
234,1724608840066,"25/08/2024, 18:00:40",1724608842118,2,"25/08/2024, 20:00:42",143587,32,task-l8uv,,39704440,zhao8,9856448,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 127.0.0.0,1536x864,1519x730,,Stroop Task,5,ASRT,spreadsheet_stroop_100,spreadsheet_stroop_100,50,100,2,Screen 2,buttonb,response_keyboard,394.8000000715256,,,blue,1,1,,,,,,1,Trials,BLUEred.jpg,blue,0,0
235,1724608845453,"25/08/2024, 18:00:45",1724608847508,2,"25/08/2024, 20:00:47",143587,32,task-l8uv,,39704440,zhao8,9856448,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 127.0.0.0,1536x864,1519x730,,Stroop Task,5,ASRT,spreadsheet_stroop_100,spreadsheet_stroop_100,119,1,1,Screen 1,advancementZone,continue_button,5378,,,,0,,,,,,,,End,,,,
236,1724608846623,"25/08/2024, 18:00:46",1724608848577,2,"25/08/2024, 20:00:48",143587,32,task-l8uv,,39704440,zhao8,9856448,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 127.0.0.0,1536x864,1519x730,,Stroop Task,5,ASRT,spreadsheet_stroop_100,spreadsheet_stroop_100,119,1,2,Screen 2,button,continue_button,1061.7000000476837,,,,0,,,,,,,,End,,,,
237,1724608846716,"25/08/2024, 18:00:46",1724608848582,2,"25/08/2024, 20:00:48",143587,32,task-l8uv,,39704440,zhao8,9856448,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 127.0.0.0,1536x864,1519x730,,Stroop Task,5,ASRT,spreadsheet_stroop_100,,,END TASK,,,,,160362,,,,,,,,,,,,,,,,
﻿1,1726678006516,"18/09/2024, 16:46:46",1726678011951,2,"18/09/2024, 18:46:51",143587,32,task-l8uv,,40144785,mrbf1,9856455,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 128.0.0.0,1536x864,1536x695,,Stroop Task,5,ASRT,spreadsheet_stroop_100,,,BEGIN TASK,,,,,,,,,,,,,,,,,,,,,
