"Participant_ID","Participant_number","Pseudolanguage_version","Codeswitching_average","L1_Proficiency_Score","L2_Proficiency_Score","Multilingual_Language_Diversity_Score","total_correct.x","listLength","total_correct.y","omissions","intrusions","repetitions","incongruent","congruent","difference_reaction_time","p_or_r","e1_H","e1_X","e2_H","e2_X","e3_H","e3_X","e4_H","e4_X","e5_H","e5_X","e1_L","e1_R","e1_T","e2_L","e2_R","e2_T","e3_L","e3_R","e3_T","e4_L","e4_R","e4_T","e5_L","e5_R","e5_T","eNA_NA","eNA_L","e1_TL","e2_TL","e3_TL","e4_TL","e5_TL"
"ztwr3",21,"Mini-English",1.75,"1","0.96","1",24,NA,0,2,564,NA,844.555737704932,682.262962962953,-162.292774741978,"P",331.449999999953,298.900000000373,324.899999999907,332,334.900000000373,313.100000000093,341.300000000279,344.099999999627,329.700000000186,361.400000000373,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-331.449999999953,-324.899999999907,-334.900000000373,-341.300000000279,-329.700000000186
"ztwr3",21,"Mini-English",1.75,"1","0.96","1",24,NA,0,2,564,NA,844.555737704932,682.262962962953,-162.292774741978,"R",331.799999999814,328.600000000093,333.65000000014,507.100000000093,350.09999999986,582.15000000014,332.550000000047,569.5,331.050000000047,498.699999999721,318.5,283.050000000047,336.850000000093,324.599999999627,291.600000000093,317.700000000186,332.300000000279,281.700000000186,330.799999999814,339.100000000093,296.25,347.59999999986,334.100000000093,318.900000000373,333.400000000373,0,0,-13.2999999998137,-9.05000000051223,-17.7999999995809,6.55000000004657,3.05000000004657
"ztwr3",21,"Mini-English",1.75,"1","0.96","1",24,4,8,2,564,NA,844.555737704932,682.262962962953,-162.292774741978,"P",331.449999999953,298.900000000373,324.899999999907,332,334.900000000373,313.100000000093,341.300000000279,344.099999999627,329.700000000186,361.400000000373,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-331.449999999953,-324.899999999907,-334.900000000373,-341.300000000279,-329.700000000186
"ztwr3",21,"Mini-English",1.75,"1","0.96","1",24,4,8,2,564,NA,844.555737704932,682.262962962953,-162.292774741978,"R",331.799999999814,328.600000000093,333.65000000014,507.100000000093,350.09999999986,582.15000000014,332.550000000047,569.5,331.050000000047,498.699999999721,318.5,283.050000000047,336.850000000093,324.599999999627,291.600000000093,317.700000000186,332.300000000279,281.700000000186,330.799999999814,339.100000000093,296.25,347.59999999986,334.100000000093,318.900000000373,333.400000000373,0,0,-13.2999999998137,-9.05000000051223,-17.7999999995809,6.55000000004657,3.05000000004657
"ztwr3",21,"Mini-English",1.75,"1","0.96","1",24,5,6,2,564,NA,844.555737704932,682.262962962953,-162.292774741978,"P",331.449999999953,298.900000000373,324.899999999907,332,334.900000000373,313.100000000093,341.300000000279,344.099999999627,329.700000000186,361.400000000373,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-331.449999999953,-324.899999999907,-334.900000000373,-341.300000000279,-329.700000000186
"zuwa4",19,"Mini-English",0.75,"1","0.89","1.75",39,3,7,2,543,NA,793.214754108523,647.762962963846,-145.451791144677,"P",328.900000095367,346.100000023842,328.5,324.350000023842,327,324.799999952316,324.499999880791,281.049999952316,330.25,364.599999904633,280.300000190735,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-48.5999999046326,-328.5,-327,-324.499999880791,-330.25
"zuwa4",19,"Mini-English",0.75,"1","0.89","1.75",39,5,7,2,543,NA,793.214754108523,647.762962963846,-145.451791144677,"P",328.900000095367,346.100000023842,328.5,324.350000023842,327,324.799999952316,324.499999880791,281.049999952316,330.25,364.599999904633,280.300000190735,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-48.5999999046326,-328.5,-327,-324.499999880791,-330.25
"zuwa4",19,"Mini-English",0.75,"1","0.89","1.75",39,5,7,2,543,NA,793.214754108523,647.762962963846,-145.451791144677,"R",335.100000023842,334.799999952316,305.950000047684,542.399999856949,310.149999976158,814.600000143051,314.900000095367,664.300000190735,320.050000071526,719.799999952316,331.049999952316,302.150000095367,338.799999952316,330.549999952316,296,346.5,336.5,297,355.400000095367,328.799999952316,316.200000047684,342.599999904633,338.5,315.200000047684,362.649999976158,0,0,-4.05000007152557,24.5999999046326,26.3500000238419,13.8999998569489,18.4499999284744
"zuwa4",19,"Mini-English",0.75,"1","0.89","1.75",39,6,6,2,543,NA,793.214754108523,647.762962963846,-145.451791144677,"P",328.900000095367,346.100000023842,328.5,324.350000023842,327,324.799999952316,324.499999880791,281.049999952316,330.25,364.599999904633,280.300000190735,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-48.5999999046326,-328.5,-327,-324.499999880791,-330.25
"zuwa4",19,"Mini-English",0.75,"1","0.89","1.75",39,6,6,2,543,NA,793.214754108523,647.762962963846,-145.451791144677,"R",335.100000023842,334.799999952316,305.950000047684,542.399999856949,310.149999976158,814.600000143051,314.900000095367,664.300000190735,320.050000071526,719.799999952316,331.049999952316,302.150000095367,338.799999952316,330.549999952316,296,346.5,336.5,297,355.400000095367,328.799999952316,316.200000047684,342.599999904633,338.5,315.200000047684,362.649999976158,0,0,-4.05000007152557,24.5999999046326,26.3500000238419,13.8999998569489,18.4499999284744
"zuwa4",19,"Mini-English",0.75,"1","0.89","1.75",39,7,6,2,543,NA,793.214754108523,647.762962963846,-145.451791144677,"P",328.900000095367,346.100000023842,328.5,324.350000023842,327,324.799999952316,324.499999880791,281.049999952316,330.25,364.599999904633,280.300000190735,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-48.5999999046326,-328.5,-327,-324.499999880791,-330.25
"zuwa4",19,"Mini-English",0.75,"1","0.89","1.75",39,7,6,2,543,NA,793.214754108523,647.762962963846,-145.451791144677,"R",335.100000023842,334.799999952316,305.950000047684,542.399999856949,310.149999976158,814.600000143051,314.900000095367,664.300000190735,320.050000071526,719.799999952316,331.049999952316,302.150000095367,338.799999952316,330.549999952316,296,346.5,336.5,297,355.400000095367,328.799999952316,316.200000047684,342.599999904633,338.5,315.200000047684,362.649999976158,0,0,-4.05000007152557,24.5999999046326,26.3500000238419,13.8999998569489,18.4499999284744
"zuwa4",19,"Mini-English",0.75,"1","0.89","1.75",39,8,6,2,543,NA,793.214754108523,647.762962963846,-145.451791144677,"P",328.900000095367,346.100000023842,328.5,324.350000023842,327,324.799999952316,324.499999880791,281.049999952316,330.25,364.599999904633,280.300000190735,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-48.5999999046326,-328.5,-327,-324.499999880791,-330.25
"zuwa4",19,"Mini-English",0.75,"1","0.89","1.75",39,8,6,2,543,NA,793.214754108523,647.762962963846,-145.451791144677,"R",335.100000023842,334.799999952316,305.950000047684,542.399999856949,310.149999976158,814.600000143051,314.900000095367,664.300000190735,320.050000071526,719.799999952316,331.049999952316,302.150000095367,338.799999952316,330.549999952316,296,346.5,336.5,297,355.400000095367,328.799999952316,316.200000047684,342.599999904633,338.5,315.200000047684,362.649999976158,0,0,-4.05000007152557,24.5999999046326,26.3500000238419,13.8999998569489,18.4499999284744
"zuwa4",19,"Mini-English",0.75,"1","0.89","1.75",39,NA,0,2,543,NA,793.214754108523,647.762962963846,-145.451791144677,"P",328.900000095367,346.100000023842,328.5,324.350000023842,327,324.799999952316,324.499999880791,281.049999952316,330.25,364.599999904633,280.300000190735,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-48.5999999046326,-328.5,-327,-324.499999880791,-330.25
"zuwa4",19,"Mini-English",0.75,"1","0.89","1.75",39,NA,0,2,543,NA,793.214754108523,647.762962963846,-145.451791144677,"R",335.100000023842,334.799999952316,305.950000047684,542.399999856949,310.149999976158,814.600000143051,314.900000095367,664.300000190735,320.050000071526,719.799999952316,331.049999952316,302.150000095367,338.799999952316,330.549999952316,296,346.5,336.5,297,355.400000095367,328.799999952316,316.200000047684,342.599999904633,338.5,315.200000047684,362.649999976158,0,0,-4.05000007152557,24.5999999046326,26.3500000238419,13.8999998569489,18.4499999284744
"zuwa4",19,"Mini-English",0.75,"1","0.89","1.75",39,3,7,2,543,NA,793.214754108523,647.762962963846,-145.451791144677,"R",335.100000023842,334.799999952316,305.950000047684,542.399999856949,310.149999976158,814.600000143051,314.900000095367,664.300000190735,320.050000071526,719.799999952316,331.049999952316,302.150000095367,338.799999952316,330.549999952316,296,346.5,336.5,297,355.400000095367,328.799999952316,316.200000047684,342.599999904633,338.5,315.200000047684,362.649999976158,0,0,-4.05000007152557,24.5999999046326,26.3500000238419,13.8999998569489,18.4499999284744
"zuwa4",19,"Mini-English",0.75,"1","0.89","1.75",39,4,7,2,543,NA,793.214754108523,647.762962963846,-145.451791144677,"P",328.900000095367,346.100000023842,328.5,324.350000023842,327,324.799999952316,324.499999880791,281.049999952316,330.25,364.599999904633,280.300000190735,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-48.5999999046326,-328.5,-327,-324.499999880791,-330.25
"zuwa4",19,"Mini-English",0.75,"1","0.89","1.75",39,4,7,2,543,NA,793.214754108523,647.762962963846,-145.451791144677,"R",335.100000023842,334.799999952316,305.950000047684,542.399999856949,310.149999976158,814.600000143051,314.900000095367,664.300000190735,320.050000071526,719.799999952316,331.049999952316,302.150000095367,338.799999952316,330.549999952316,296,346.5,336.5,297,355.400000095367,328.799999952316,316.200000047684,342.599999904633,338.5,315.200000047684,362.649999976158,0,0,-4.05000007152557,24.5999999046326,26.3500000238419,13.8999998569489,18.4499999284744
