"Participant_ID","Participant_number","Pseudolanguage_version","Codeswitching_average","L1_Proficiency_Score","L2_Proficiency_Score","Multilingual_Language_Diversity_Score","total_correct.x","listLength","total_correct.y","omissions","intrusions","repetitions","incongruent","congruent","difference_reaction_time","p_or_r","e1_H","e1_X","e2_H","e2_X","e3_H","e3_X","e4_H","e4_X","e5_H","e5_X","e1_L","e1_R","e1_T","e2_L","e2_R","e2_T","e3_L","e3_R","e3_T","e4_L","e4_R","e4_T","e5_L","e5_R","e5_T","eNA_NA","eNA_L","e1_TL","e2_TL","e3_TL","e4_TL","e5_TL"
"fqrf6",12,"Mini-Norwegian",3,"0.86","0.71","0.99",18,3,7,2,569,NA,1145.41666666667,928.076923076923,-217.339743589744,"R",310,345,311,687,322,552.5,300.5,565,314.5,496,337,307,358,345,313,347,323,327.5,352.5,319,304,366.5,320.5,319,352,0,0,27,34,1,18.5,6
"fqrf6",12,"Mini-Norwegian",3,"0.86","0.71","0.99",18,5,3,2,569,NA,1145.41666666667,928.076923076923,-217.339743589744,"P",324,274,315,269,300.5,306,319,304,308,265,1215,1487,278,0,0,0,0,0,0,0,0,0,0,0,0,0,0,891,-315,-300.5,-319,-308
"fqrf6",12,"Mini-Norwegian",3,"0.86","0.71","0.99",18,5,3,2,569,NA,1145.41666666667,928.076923076923,-217.339743589744,"R",310,345,311,687,322,552.5,300.5,565,314.5,496,337,307,358,345,313,347,323,327.5,352.5,319,304,366.5,320.5,319,352,0,0,27,34,1,18.5,6
"fqrf6",12,"Mini-Norwegian",3,"0.86","0.71","0.99",18,4,5,2,569,NA,1145.41666666667,928.076923076923,-217.339743589744,"P",324,274,315,269,300.5,306,319,304,308,265,1215,1487,278,0,0,0,0,0,0,0,0,0,0,0,0,0,0,891,-315,-300.5,-319,-308
"fqrf6",12,"Mini-Norwegian",3,"0.86","0.71","0.99",18,4,5,2,569,NA,1145.41666666667,928.076923076923,-217.339743589744,"R",310,345,311,687,322,552.5,300.5,565,314.5,496,337,307,358,345,313,347,323,327.5,352.5,319,304,366.5,320.5,319,352,0,0,27,34,1,18.5,6
"fqrf6",12,"Mini-Norwegian",3,"0.86","0.71","0.99",18,7,0,2,569,NA,1145.41666666667,928.076923076923,-217.339743589744,"P",324,274,315,269,300.5,306,319,304,308,265,1215,1487,278,0,0,0,0,0,0,0,0,0,0,0,0,0,0,891,-315,-300.5,-319,-308
"fqrf6",12,"Mini-Norwegian",3,"0.86","0.71","0.99",18,7,0,2,569,NA,1145.41666666667,928.076923076923,-217.339743589744,"R",310,345,311,687,322,552.5,300.5,565,314.5,496,337,307,358,345,313,347,323,327.5,352.5,319,304,366.5,320.5,319,352,0,0,27,34,1,18.5,6
"fqrf6",12,"Mini-Norwegian",3,"0.86","0.71","0.99",18,6,3,2,569,NA,1145.41666666667,928.076923076923,-217.339743589744,"P",324,274,315,269,300.5,306,319,304,308,265,1215,1487,278,0,0,0,0,0,0,0,0,0,0,0,0,0,0,891,-315,-300.5,-319,-308
"fqrf6",12,"Mini-Norwegian",3,"0.86","0.71","0.99",18,8,0,2,569,NA,1145.41666666667,928.076923076923,-217.339743589744,"R",310,345,311,687,322,552.5,300.5,565,314.5,496,337,307,358,345,313,347,323,327.5,352.5,319,304,366.5,320.5,319,352,0,0,27,34,1,18.5,6
"fqrf6",12,"Mini-Norwegian",3,"0.86","0.71","0.99",18,NA,0,2,569,NA,1145.41666666667,928.076923076923,-217.339743589744,"P",324,274,315,269,300.5,306,319,304,308,265,1215,1487,278,0,0,0,0,0,0,0,0,0,0,0,0,0,0,891,-315,-300.5,-319,-308
"fqrf6",12,"Mini-Norwegian",3,"0.86","0.71","0.99",18,NA,0,2,569,NA,1145.41666666667,928.076923076923,-217.339743589744,"R",310,345,311,687,322,552.5,300.5,565,314.5,496,337,307,358,345,313,347,323,327.5,352.5,319,304,366.5,320.5,319,352,0,0,27,34,1,18.5,6
"fqrf6",12,"Mini-Norwegian",3,"0.86","0.71","0.99",18,6,3,2,569,NA,1145.41666666667,928.076923076923,-217.339743589744,"R",310,345,311,687,322,552.5,300.5,565,314.5,496,337,307,358,345,313,347,323,327.5,352.5,319,304,366.5,320.5,319,352,0,0,27,34,1,18.5,6
"fqrf6",12,"Mini-Norwegian",3,"0.86","0.71","0.99",18,8,0,2,569,NA,1145.41666666667,928.076923076923,-217.339743589744,"P",324,274,315,269,300.5,306,319,304,308,265,1215,1487,278,0,0,0,0,0,0,0,0,0,0,0,0,0,0,891,-315,-300.5,-319,-308
"gxac7",15,"Mini-English",0,"0.86","0.75","1.44",23,3,7,2,559,NA,961.540677966076,877.399999999752,-84.1406779663248,"P",337.099999999627,383.5,342.400000000373,340.400000000373,357,374.700000001118,353.349999999627,362.950000000186,345,350.399999999441,0,0,0,0,0,0,1291.59999999963,1300.59999999963,0,1245.90000000037,1288.09999999963,0,0,0,0,0,0,-337.099999999627,-342.400000000373,934.599999999628,892.550000000745,-345
"gxac7",15,"Mini-English",0,"0.86","0.75","1.44",23,3,7,2,559,NA,961.540677966076,877.399999999752,-84.1406779663248,"R",333.549999999814,354.900000000373,325.400000000373,684.099999999627,349.349999999627,655.800000000745,346.599999999627,796.599999999627,337.900000000373,635.400000000373,342.60000000149,314.049999999814,334.700000001118,346.5,337,343.699999999255,365.999999999069,1231.90000000037,346.800000000745,364.599999999627,351.299999999814,363.5,347.10000000149,358.849999999627,347,0,0,9.05000000167638,21.0999999996275,16.6499999994412,17.9999999999999,9.20000000111759
"gxac7",15,"Mini-English",0,"0.86","0.75","1.44",23,4,6,2,559,NA,961.540677966076,877.399999999752,-84.1406779663248,"R",333.549999999814,354.900000000373,325.400000000373,684.099999999627,349.349999999627,655.800000000745,346.599999999627,796.599999999627,337.900000000373,635.400000000373,342.60000000149,314.049999999814,334.700000001118,346.5,337,343.699999999255,365.999999999069,1231.90000000037,346.800000000745,364.599999999627,351.299999999814,363.5,347.10000000149,358.849999999627,347,0,0,9.05000000167638,21.0999999996275,16.6499999994412,17.9999999999999,9.20000000111759
"gxac7",15,"Mini-English",0,"0.86","0.75","1.44",23,5,5,2,559,NA,961.540677966076,877.399999999752,-84.1406779663248,"P",337.099999999627,383.5,342.400000000373,340.400000000373,357,374.700000001118,353.349999999627,362.950000000186,345,350.399999999441,0,0,0,0,0,0,1291.59999999963,1300.59999999963,0,1245.90000000037,1288.09999999963,0,0,0,0,0,0,-337.099999999627,-342.400000000373,934.599999999628,892.550000000745,-345
"gxac7",15,"Mini-English",0,"0.86","0.75","1.44",23,5,5,2,559,NA,961.540677966076,877.399999999752,-84.1406779663248,"R",333.549999999814,354.900000000373,325.400000000373,684.099999999627,349.349999999627,655.800000000745,346.599999999627,796.599999999627,337.900000000373,635.400000000373,342.60000000149,314.049999999814,334.700000001118,346.5,337,343.699999999255,365.999999999069,1231.90000000037,346.800000000745,364.599999999627,351.299999999814,363.5,347.10000000149,358.849999999627,347,0,0,9.05000000167638,21.0999999996275,16.6499999994412,17.9999999999999,9.20000000111759
"gxac7",15,"Mini-English",0,"0.86","0.75","1.44",23,6,4,2,559,NA,961.540677966076,877.399999999752,-84.1406779663248,"P",337.099999999627,383.5,342.400000000373,340.400000000373,357,374.700000001118,353.349999999627,362.950000000186,345,350.399999999441,0,0,0,0,0,0,1291.59999999963,1300.59999999963,0,1245.90000000037,1288.09999999963,0,0,0,0,0,0,-337.099999999627,-342.400000000373,934.599999999628,892.550000000745,-345
"gxac7",15,"Mini-English",0,"0.86","0.75","1.44",23,6,4,2,559,NA,961.540677966076,877.399999999752,-84.1406779663248,"R",333.549999999814,354.900000000373,325.400000000373,684.099999999627,349.349999999627,655.800000000745,346.599999999627,796.599999999627,337.900000000373,635.400000000373,342.60000000149,314.049999999814,334.700000001118,346.5,337,343.699999999255,365.999999999069,1231.90000000037,346.800000000745,364.599999999627,351.299999999814,363.5,347.10000000149,358.849999999627,347,0,0,9.05000000167638,21.0999999996275,16.6499999994412,17.9999999999999,9.20000000111759
"gxac7",15,"Mini-English",0,"0.86","0.75","1.44",23,7,0,2,559,NA,961.540677966076,877.399999999752,-84.1406779663248,"P",337.099999999627,383.5,342.400000000373,340.400000000373,357,374.700000001118,353.349999999627,362.950000000186,345,350.399999999441,0,0,0,0,0,0,1291.59999999963,1300.59999999963,0,1245.90000000037,1288.09999999963,0,0,0,0,0,0,-337.099999999627,-342.400000000373,934.599999999628,892.550000000745,-345
"gxac7",15,"Mini-English",0,"0.86","0.75","1.44",23,4,6,2,559,NA,961.540677966076,877.399999999752,-84.1406779663248,"P",337.099999999627,383.5,342.400000000373,340.400000000373,357,374.700000001118,353.349999999627,362.950000000186,345,350.399999999441,0,0,0,0,0,0,1291.59999999963,1300.59999999963,0,1245.90000000037,1288.09999999963,0,0,0,0,0,0,-337.099999999627,-342.400000000373,934.599999999628,892.550000000745,-345
"gxac7",15,"Mini-English",0,"0.86","0.75","1.44",23,8,1,2,559,NA,961.540677966076,877.399999999752,-84.1406779663248,"P",337.099999999627,383.5,342.400000000373,340.400000000373,357,374.700000001118,353.349999999627,362.950000000186,345,350.399999999441,0,0,0,0,0,0,1291.59999999963,1300.59999999963,0,1245.90000000037,1288.09999999963,0,0,0,0,0,0,-337.099999999627,-342.400000000373,934.599999999628,892.550000000745,-345
"gxac7",15,"Mini-English",0,"0.86","0.75","1.44",23,8,1,2,559,NA,961.540677966076,877.399999999752,-84.1406779663248,"R",333.549999999814,354.900000000373,325.400000000373,684.099999999627,349.349999999627,655.800000000745,346.599999999627,796.599999999627,337.900000000373,635.400000000373,342.60000000149,314.049999999814,334.700000001118,346.5,337,343.699999999255,365.999999999069,1231.90000000037,346.800000000745,364.599999999627,351.299999999814,363.5,347.10000000149,358.849999999627,347,0,0,9.05000000167638,21.0999999996275,16.6499999994412,17.9999999999999,9.20000000111759
"gxac7",15,"Mini-English",0,"0.86","0.75","1.44",23,NA,0,2,559,NA,961.540677966076,877.399999999752,-84.1406779663248,"P",337.099999999627,383.5,342.400000000373,340.400000000373,357,374.700000001118,353.349999999627,362.950000000186,345,350.399999999441,0,0,0,0,0,0,1291.59999999963,1300.59999999963,0,1245.90000000037,1288.09999999963,0,0,0,0,0,0,-337.099999999627,-342.400000000373,934.599999999628,892.550000000745,-345
"gxac7",15,"Mini-English",0,"0.86","0.75","1.44",23,NA,0,2,559,NA,961.540677966076,877.399999999752,-84.1406779663248,"R",333.549999999814,354.900000000373,325.400000000373,684.099999999627,349.349999999627,655.800000000745,346.599999999627,796.599999999627,337.900000000373,635.400000000373,342.60000000149,314.049999999814,334.700000001118,346.5,337,343.699999999255,365.999999999069,1231.90000000037,346.800000000745,364.599999999627,351.299999999814,363.5,347.10000000149,358.849999999627,347,0,0,9.05000000167638,21.0999999996275,16.6499999994412,17.9999999999999,9.20000000111759
"gxac7",15,"Mini-English",0,"0.86","0.75","1.44",23,7,0,2,559,NA,961.540677966076,877.399999999752,-84.1406779663248,"R",333.549999999814,354.900000000373,325.400000000373,684.099999999627,349.349999999627,655.800000000745,346.599999999627,796.599999999627,337.900000000373,635.400000000373,342.60000000149,314.049999999814,334.700000001118,346.5,337,343.699999999255,365.999999999069,1231.90000000037,346.800000000745,364.599999999627,351.299999999814,363.5,347.10000000149,358.849999999627,347,0,0,9.05000000167638,21.0999999996275,16.6499999994412,17.9999999999999,9.20000000111759
"hcqa8",8,"Mini-Norwegian",0,"0.86","0.21","1.36",30,3,7,2,560,NA,949.956666664282,830.961111134953,-118.99555552933,"R",388,377.849999904633,364.799999952316,469.5,343.600000023842,554.200000047684,392,540.5,369.299999952316,588.200000047684,383.050000071526,332,459.75,386.200000047684,333.049999952316,392.299999952316,385.299999952316,333.300000071526,413.299999952316,381.700000047684,305.099999904633,420.099999904633,384.300000071526,335.599999904633,427.75,0,0,-4.94999992847443,21.4000000953674,41.6999999284744,-10.2999999523163,15.0000001192093
"hcqa8",8,"Mini-Norwegian",0,"0.86","0.21","1.36",30,4,8,2,560,NA,949.956666664282,830.961111134953,-118.99555552933,"P",358.699999928474,332.200000047684,348.399999976158,348.699999928474,382.399999856949,331.400000095367,374.850000023842,448.5,366,309.299999952316,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-358.699999928474,-348.399999976158,-382.399999856949,-374.850000023842,-366
"hcqa8",8,"Mini-Norwegian",0,"0.86","0.21","1.36",30,4,8,2,560,NA,949.956666664282,830.961111134953,-118.99555552933,"R",388,377.849999904633,364.799999952316,469.5,343.600000023842,554.200000047684,392,540.5,369.299999952316,588.200000047684,383.050000071526,332,459.75,386.200000047684,333.049999952316,392.299999952316,385.299999952316,333.300000071526,413.299999952316,381.700000047684,305.099999904633,420.099999904633,384.300000071526,335.599999904633,427.75,0,0,-4.94999992847443,21.4000000953674,41.6999999284744,-10.2999999523163,15.0000001192093
"hcqa8",8,"Mini-Norwegian",0,"0.86","0.21","1.36",30,3,7,2,560,NA,949.956666664282,830.961111134953,-118.99555552933,"P",358.699999928474,332.200000047684,348.399999976158,348.699999928474,382.399999856949,331.400000095367,374.850000023842,448.5,366,309.299999952316,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-358.699999928474,-348.399999976158,-382.399999856949,-374.850000023842,-366
"hcqa8",8,"Mini-Norwegian",0,"0.86","0.21","1.36",30,6,6,2,560,NA,949.956666664282,830.961111134953,-118.99555552933,"P",358.699999928474,332.200000047684,348.399999976158,348.699999928474,382.399999856949,331.400000095367,374.850000023842,448.5,366,309.299999952316,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-358.699999928474,-348.399999976158,-382.399999856949,-374.850000023842,-366
"hcqa8",8,"Mini-Norwegian",0,"0.86","0.21","1.36",30,6,6,2,560,NA,949.956666664282,830.961111134953,-118.99555552933,"R",388,377.849999904633,364.799999952316,469.5,343.600000023842,554.200000047684,392,540.5,369.299999952316,588.200000047684,383.050000071526,332,459.75,386.200000047684,333.049999952316,392.299999952316,385.299999952316,333.300000071526,413.299999952316,381.700000047684,305.099999904633,420.099999904633,384.300000071526,335.599999904633,427.75,0,0,-4.94999992847443,21.4000000953674,41.6999999284744,-10.2999999523163,15.0000001192093
"hcqa8",8,"Mini-Norwegian",0,"0.86","0.21","1.36",30,7,3,2,560,NA,949.956666664282,830.961111134953,-118.99555552933,"P",358.699999928474,332.200000047684,348.399999976158,348.699999928474,382.399999856949,331.400000095367,374.850000023842,448.5,366,309.299999952316,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-358.699999928474,-348.399999976158,-382.399999856949,-374.850000023842,-366
"hcqa8",8,"Mini-Norwegian",0,"0.86","0.21","1.36",30,5,6,2,560,NA,949.956666664282,830.961111134953,-118.99555552933,"P",358.699999928474,332.200000047684,348.399999976158,348.699999928474,382.399999856949,331.400000095367,374.850000023842,448.5,366,309.299999952316,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-358.699999928474,-348.399999976158,-382.399999856949,-374.850000023842,-366
"hcqa8",8,"Mini-Norwegian",0,"0.86","0.21","1.36",30,8,0,2,560,NA,949.956666664282,830.961111134953,-118.99555552933,"P",358.699999928474,332.200000047684,348.399999976158,348.699999928474,382.399999856949,331.400000095367,374.850000023842,448.5,366,309.299999952316,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-358.699999928474,-348.399999976158,-382.399999856949,-374.850000023842,-366
"hcqa8",8,"Mini-Norwegian",0,"0.86","0.21","1.36",30,8,0,2,560,NA,949.956666664282,830.961111134953,-118.99555552933,"R",388,377.849999904633,364.799999952316,469.5,343.600000023842,554.200000047684,392,540.5,369.299999952316,588.200000047684,383.050000071526,332,459.75,386.200000047684,333.049999952316,392.299999952316,385.299999952316,333.300000071526,413.299999952316,381.700000047684,305.099999904633,420.099999904633,384.300000071526,335.599999904633,427.75,0,0,-4.94999992847443,21.4000000953674,41.6999999284744,-10.2999999523163,15.0000001192093
"hcqa8",8,"Mini-Norwegian",0,"0.86","0.21","1.36",30,NA,0,2,560,NA,949.956666664282,830.961111134953,-118.99555552933,"P",358.699999928474,332.200000047684,348.399999976158,348.699999928474,382.399999856949,331.400000095367,374.850000023842,448.5,366,309.299999952316,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-358.699999928474,-348.399999976158,-382.399999856949,-374.850000023842,-366
"hcqa8",8,"Mini-Norwegian",0,"0.86","0.21","1.36",30,NA,0,2,560,NA,949.956666664282,830.961111134953,-118.99555552933,"R",388,377.849999904633,364.799999952316,469.5,343.600000023842,554.200000047684,392,540.5,369.299999952316,588.200000047684,383.050000071526,332,459.75,386.200000047684,333.049999952316,392.299999952316,385.299999952316,333.300000071526,413.299999952316,381.700000047684,305.099999904633,420.099999904633,384.300000071526,335.599999904633,427.75,0,0,-4.94999992847443,21.4000000953674,41.6999999284744,-10.2999999523163,15.0000001192093
"hcqa8",8,"Mini-Norwegian",0,"0.86","0.21","1.36",30,7,3,2,560,NA,949.956666664282,830.961111134953,-118.99555552933,"R",388,377.849999904633,364.799999952316,469.5,343.600000023842,554.200000047684,392,540.5,369.299999952316,588.200000047684,383.050000071526,332,459.75,386.200000047684,333.049999952316,392.299999952316,385.299999952316,333.300000071526,413.299999952316,381.700000047684,305.099999904633,420.099999904633,384.300000071526,335.599999904633,427.75,0,0,-4.94999992847443,21.4000000953674,41.6999999284744,-10.2999999523163,15.0000001192093
"hcqa8",8,"Mini-Norwegian",0,"0.86","0.21","1.36",30,5,6,2,560,NA,949.956666664282,830.961111134953,-118.99555552933,"R",388,377.849999904633,364.799999952316,469.5,343.600000023842,554.200000047684,392,540.5,369.299999952316,588.200000047684,383.050000071526,332,459.75,386.200000047684,333.049999952316,392.299999952316,385.299999952316,333.300000071526,413.299999952316,381.700000047684,305.099999904633,420.099999904633,384.300000071526,335.599999904633,427.75,0,0,-4.94999992847443,21.4000000953674,41.6999999284744,-10.2999999523163,15.0000001192093
"jpxp4",6,"Mini-Norwegian",0,"0.89","0.71","1.47",23,4,5,2,558,NA,1007.03333333333,1038.64814814815,31.6148148148147,"P",372,411,383,417,372,360,372,443,383,609,0,0,0,0,0,0,0,0,0,0,0,0,1340,1223,0,0,0,-372,-383,-372,-372,957
"jpxp4",6,"Mini-Norwegian",0,"0.89","0.71","1.47",23,4,5,2,558,NA,1007.03333333333,1038.64814814815,31.6148148148147,"R",380,383,396,539,365,594,393,679,401,624,368,336.5,396,399,347.5,420,383,334,430,372.5,328,388,401,1216.5,436,0,0,-12,3,18,-20.5,0
"jpxp4",6,"Mini-Norwegian",0,"0.89","0.71","1.47",23,3,7,2,558,NA,1007.03333333333,1038.64814814815,31.6148148148147,"P",372,411,383,417,372,360,372,443,383,609,0,0,0,0,0,0,0,0,0,0,0,0,1340,1223,0,0,0,-372,-383,-372,-372,957
"jpxp4",6,"Mini-Norwegian",0,"0.89","0.71","1.47",23,3,7,2,558,NA,1007.03333333333,1038.64814814815,31.6148148148147,"R",380,383,396,539,365,594,393,679,401,624,368,336.5,396,399,347.5,420,383,334,430,372.5,328,388,401,1216.5,436,0,0,-12,3,18,-20.5,0
"jpxp4",6,"Mini-Norwegian",0,"0.89","0.71","1.47",23,6,3,2,558,NA,1007.03333333333,1038.64814814815,31.6148148148147,"P",372,411,383,417,372,360,372,443,383,609,0,0,0,0,0,0,0,0,0,0,0,0,1340,1223,0,0,0,-372,-383,-372,-372,957
"jpxp4",6,"Mini-Norwegian",0,"0.89","0.71","1.47",23,6,3,2,558,NA,1007.03333333333,1038.64814814815,31.6148148148147,"R",380,383,396,539,365,594,393,679,401,624,368,336.5,396,399,347.5,420,383,334,430,372.5,328,388,401,1216.5,436,0,0,-12,3,18,-20.5,0
"jpxp4",6,"Mini-Norwegian",0,"0.89","0.71","1.47",23,5,4,2,558,NA,1007.03333333333,1038.64814814815,31.6148148148147,"P",372,411,383,417,372,360,372,443,383,609,0,0,0,0,0,0,0,0,0,0,0,0,1340,1223,0,0,0,-372,-383,-372,-372,957
"jpxp4",6,"Mini-Norwegian",0,"0.89","0.71","1.47",23,7,3,2,558,NA,1007.03333333333,1038.64814814815,31.6148148148147,"R",380,383,396,539,365,594,393,679,401,624,368,336.5,396,399,347.5,420,383,334,430,372.5,328,388,401,1216.5,436,0,0,-12,3,18,-20.5,0
"jpxp4",6,"Mini-Norwegian",0,"0.89","0.71","1.47",23,8,1,2,558,NA,1007.03333333333,1038.64814814815,31.6148148148147,"P",372,411,383,417,372,360,372,443,383,609,0,0,0,0,0,0,0,0,0,0,0,0,1340,1223,0,0,0,-372,-383,-372,-372,957
"jpxp4",6,"Mini-Norwegian",0,"0.89","0.71","1.47",23,8,1,2,558,NA,1007.03333333333,1038.64814814815,31.6148148148147,"R",380,383,396,539,365,594,393,679,401,624,368,336.5,396,399,347.5,420,383,334,430,372.5,328,388,401,1216.5,436,0,0,-12,3,18,-20.5,0
"jpxp4",6,"Mini-Norwegian",0,"0.89","0.71","1.47",23,NA,0,2,558,NA,1007.03333333333,1038.64814814815,31.6148148148147,"P",372,411,383,417,372,360,372,443,383,609,0,0,0,0,0,0,0,0,0,0,0,0,1340,1223,0,0,0,-372,-383,-372,-372,957
"jpxp4",6,"Mini-Norwegian",0,"0.89","0.71","1.47",23,NA,0,2,558,NA,1007.03333333333,1038.64814814815,31.6148148148147,"R",380,383,396,539,365,594,393,679,401,624,368,336.5,396,399,347.5,420,383,334,430,372.5,328,388,401,1216.5,436,0,0,-12,3,18,-20.5,0
"jpxp4",6,"Mini-Norwegian",0,"0.89","0.71","1.47",23,5,4,2,558,NA,1007.03333333333,1038.64814814815,31.6148148148147,"R",380,383,396,539,365,594,393,679,401,624,368,336.5,396,399,347.5,420,383,334,430,372.5,328,388,401,1216.5,436,0,0,-12,3,18,-20.5,0
"jpxp4",6,"Mini-Norwegian",0,"0.89","0.71","1.47",23,7,3,2,558,NA,1007.03333333333,1038.64814814815,31.6148148148147,"P",372,411,383,417,372,360,372,443,383,609,0,0,0,0,0,0,0,0,0,0,0,0,1340,1223,0,0,0,-372,-383,-372,-372,957
"ksjo8",17,"Mini-English",1.5,"0.96","0.89","1.59",26,3,6,2,556,NA,1110.15423728248,878.70740739946,-231.446829883018,"R",364.149999976158,384.900000095367,365.199999809265,607.400000095367,355.149999976158,556.900000095367,354.949999928474,728.800000190735,362.150000095367,619.800000190735,358.449999928474,341.200000047684,349.5,394.549999952316,338.350000023842,374.599999904633,365.5,341.800000071526,382.799999952316,359.449999928474,331.5,353.299999833107,363.700000047684,325.200000047684,360.100000143051,0,0,-5.70000004768372,29.3500001430511,10.3500000238419,4.5,1.54999995231628
"ksjo8",17,"Mini-English",1.5,"0.96","0.89","1.59",26,4,6,2,556,NA,1110.15423728248,878.70740739946,-231.446829883018,"P",354.700000047684,323.150000095367,375.549999952316,351.400000095367,365.5,341.400000095367,355.900000095367,324.200000047684,365.450000047684,323.649999856949,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-354.700000047684,-375.549999952316,-365.5,-355.900000095367,-365.450000047684
"ksjo8",17,"Mini-English",1.5,"0.96","0.89","1.59",26,4,6,2,556,NA,1110.15423728248,878.70740739946,-231.446829883018,"R",364.149999976158,384.900000095367,365.199999809265,607.400000095367,355.149999976158,556.900000095367,354.949999928474,728.800000190735,362.150000095367,619.800000190735,358.449999928474,341.200000047684,349.5,394.549999952316,338.350000023842,374.599999904633,365.5,341.800000071526,382.799999952316,359.449999928474,331.5,353.299999833107,363.700000047684,325.200000047684,360.100000143051,0,0,-5.70000004768372,29.3500001430511,10.3500000238419,4.5,1.54999995231628
"ksjo8",17,"Mini-English",1.5,"0.96","0.89","1.59",26,5,7,2,556,NA,1110.15423728248,878.70740739946,-231.446829883018,"P",354.700000047684,323.150000095367,375.549999952316,351.400000095367,365.5,341.400000095367,355.900000095367,324.200000047684,365.450000047684,323.649999856949,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-354.700000047684,-375.549999952316,-365.5,-355.900000095367,-365.450000047684
"ksjo8",17,"Mini-English",1.5,"0.96","0.89","1.59",26,5,7,2,556,NA,1110.15423728248,878.70740739946,-231.446829883018,"R",364.149999976158,384.900000095367,365.199999809265,607.400000095367,355.149999976158,556.900000095367,354.949999928474,728.800000190735,362.150000095367,619.800000190735,358.449999928474,341.200000047684,349.5,394.549999952316,338.350000023842,374.599999904633,365.5,341.800000071526,382.799999952316,359.449999928474,331.5,353.299999833107,363.700000047684,325.200000047684,360.100000143051,0,0,-5.70000004768372,29.3500001430511,10.3500000238419,4.5,1.54999995231628
"ksjo8",17,"Mini-English",1.5,"0.96","0.89","1.59",26,6,4,2,556,NA,1110.15423728248,878.70740739946,-231.446829883018,"P",354.700000047684,323.150000095367,375.549999952316,351.400000095367,365.5,341.400000095367,355.900000095367,324.200000047684,365.450000047684,323.649999856949,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-354.700000047684,-375.549999952316,-365.5,-355.900000095367,-365.450000047684
"ksjo8",17,"Mini-English",1.5,"0.96","0.89","1.59",26,3,6,2,556,NA,1110.15423728248,878.70740739946,-231.446829883018,"P",354.700000047684,323.150000095367,375.549999952316,351.400000095367,365.5,341.400000095367,355.900000095367,324.200000047684,365.450000047684,323.649999856949,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-354.700000047684,-375.549999952316,-365.5,-355.900000095367,-365.450000047684
"ksjo8",17,"Mini-English",1.5,"0.96","0.89","1.59",26,7,2,2,556,NA,1110.15423728248,878.70740739946,-231.446829883018,"P",354.700000047684,323.150000095367,375.549999952316,351.400000095367,365.5,341.400000095367,355.900000095367,324.200000047684,365.450000047684,323.649999856949,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-354.700000047684,-375.549999952316,-365.5,-355.900000095367,-365.450000047684
"ksjo8",17,"Mini-English",1.5,"0.96","0.89","1.59",26,7,2,2,556,NA,1110.15423728248,878.70740739946,-231.446829883018,"R",364.149999976158,384.900000095367,365.199999809265,607.400000095367,355.149999976158,556.900000095367,354.949999928474,728.800000190735,362.150000095367,619.800000190735,358.449999928474,341.200000047684,349.5,394.549999952316,338.350000023842,374.599999904633,365.5,341.800000071526,382.799999952316,359.449999928474,331.5,353.299999833107,363.700000047684,325.200000047684,360.100000143051,0,0,-5.70000004768372,29.3500001430511,10.3500000238419,4.5,1.54999995231628
"ksjo8",17,"Mini-English",1.5,"0.96","0.89","1.59",26,8,1,2,556,NA,1110.15423728248,878.70740739946,-231.446829883018,"P",354.700000047684,323.150000095367,375.549999952316,351.400000095367,365.5,341.400000095367,355.900000095367,324.200000047684,365.450000047684,323.649999856949,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-354.700000047684,-375.549999952316,-365.5,-355.900000095367,-365.450000047684
"ksjo8",17,"Mini-English",1.5,"0.96","0.89","1.59",26,8,1,2,556,NA,1110.15423728248,878.70740739946,-231.446829883018,"R",364.149999976158,384.900000095367,365.199999809265,607.400000095367,355.149999976158,556.900000095367,354.949999928474,728.800000190735,362.150000095367,619.800000190735,358.449999928474,341.200000047684,349.5,394.549999952316,338.350000023842,374.599999904633,365.5,341.800000071526,382.799999952316,359.449999928474,331.5,353.299999833107,363.700000047684,325.200000047684,360.100000143051,0,0,-5.70000004768372,29.3500001430511,10.3500000238419,4.5,1.54999995231628
"ksjo8",17,"Mini-English",1.5,"0.96","0.89","1.59",26,NA,0,2,556,NA,1110.15423728248,878.70740739946,-231.446829883018,"P",354.700000047684,323.150000095367,375.549999952316,351.400000095367,365.5,341.400000095367,355.900000095367,324.200000047684,365.450000047684,323.649999856949,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-354.700000047684,-375.549999952316,-365.5,-355.900000095367,-365.450000047684
